IPK,Semester,Jurusan,Pernah_Mengulang,Pendapatan_Orang_Tua,Pekerjaan_Orang_Tua,Jumlah_Tanggungan,Status_Tempat_Tinggal,Asal_Daerah,Aktif_Organisasi,Jumlah_Kegiatan_Relawan,Pengalaman_Magang,Skor_Motivasi_Tertulis,Surat_Rekomendasi,Pernah_Mendapat_Beasiswa,Skor_Keaktifan_Kampus,Rekam_Ketidakhadiran,Pernah_Melawan_Hukum,Jenis_Kelamin,Skor_Literasi_Finansial,Status_Kelayakan,Jumlah_Beasiswa_Per_Semester
3.6,7,Ekonomi,Ya,8629458,Pegawai Negeri,4,Milik Sendiri,Pedesaan,Ya,0,Ya,96,Tidak,Ya,66,14,Tidak,Perempuan,16,Tidak Layak,0
2.98,1,Kedokteran,Tidak,4903274,Pegawai Negeri,1,Milik Sendiri,Perkotaan,Tidak,5,Ya,96,Ada,Tidak,91,7,Tidak,Laki-laki,68,Tidak Layak,0
3.42,7,Ekonomi,Tidak,8836608,Karyawan Swasta,3,Milik Sendiri,Pedesaan,Tidak,2,Ya,93,Ada,Ya,59,11,Tidak,Laki-laki,34,Tidak Layak,0
3.37,7,Pendidikan,Tidak,1817595,Pegawai Negeri,2,Menumpang,Perkotaan,Tidak,2,Tidak,94,Ada,Tidak,85,19,Tidak,Laki-laki,73,Layak,6383169
3.33,5,Manajemen,Tidak,9794587,Karyawan Swasta,3,Kontrak,Perkotaan,Tidak,0,Ya,72,Ada,Ya,84,6,Tidak,Laki-laki,75,Tidak Layak,0
3.94,4,Sastra,Tidak,2038468,Buruh,6,Milik Sendiri,Perkotaan,Tidak,4,Ya,66,Tidak,Ya,66,4,Tidak,Laki-laki,39,Tidak Layak,0
3.16,3,Manajemen,Tidak,6707157,Buruh,4,Menumpang,Perkotaan,Tidak,0,Tidak,97,Ada,Ya,54,16,Tidak,Perempuan,24,Tidak Layak,0
3.1,5,Manajemen,Tidak,5461407,Wirausaha,4,Milik Sendiri,3T,Ya,5,Ya,62,Ada,Ya,70,7,Ya,Laki-laki,39,Tidak Layak,0
3.22,5,Teknik Informatika,Tidak,9439302,Petani,6,Menumpang,3T,Ya,5,Tidak,89,Tidak,Tidak,70,14,Tidak,Perempuan,30,Tidak Layak,0
3.51,5,Pendidikan,Tidak,5593157,Petani,5,Menumpang,Perkotaan,Ya,0,Ya,89,Tidak,Tidak,59,1,Tidak,Laki-laki,79,Layak,2863848
2.96,1,Ekonomi,Tidak,6916366,Wirausaha,4,Menumpang,Perkotaan,Ya,5,Tidak,90,Ada,Ya,92,8,Tidak,Laki-laki,51,Tidak Layak,0
3.35,3,Ekonomi,Tidak,2613020,Pedagang,6,Milik Sendiri,Perkotaan,Ya,5,Tidak,91,Tidak,Tidak,59,0,Tidak,Perempuan,63,Layak,6806128
2.74,2,Teknik Informatika,Ya,4365379,Pedagang,6,Menumpang,Perkotaan,Tidak,5,Ya,58,Ada,Tidak,53,6,Tidak,Laki-laki,5,Tidak Layak,0
3.34,8,Sastra,Tidak,8776968,Wirausaha,2,Kontrak,Perkotaan,Ya,0,Ya,72,Ada,Tidak,71,5,Tidak,Laki-laki,42,Tidak Layak,0
3.43,1,Hukum,Tidak,9157185,Karyawan Swasta,1,Kontrak,3T,Ya,1,Tidak,61,Tidak,Ya,76,11,Tidak,Perempuan,33,Tidak Layak,0
2.78,8,Ekonomi,Tidak,6222127,Petani,6,Menumpang,3T,Tidak,5,Tidak,96,Tidak,Tidak,75,8,Tidak,Laki-laki,49,Tidak Layak,0
2.64,6,Pendidikan,Tidak,2757160,Pedagang,5,Menumpang,Pedesaan,Ya,4,Tidak,74,Tidak,Tidak,94,19,Tidak,Laki-laki,9,Tidak Layak,0
3.24,4,Ekonomi,Tidak,1380247,Karyawan Swasta,6,Milik Sendiri,Perkotaan,Ya,4,Ya,55,Ada,Ya,85,12,Ya,Perempuan,61,Tidak Layak,0
3.97,5,Pertanian,Tidak,1836162,Tidak Bekerja,5,Menumpang,3T,Ya,1,Ya,98,Tidak,Tidak,96,7,Tidak,Perempuan,39,Layak,2615873
2.89,2,Sastra,Tidak,9951575,Wirausaha,1,Kontrak,Pedesaan,Ya,4,Ya,72,Ada,Tidak,80,6,Tidak,Perempuan,93,Tidak Layak,0
2.37,4,Hukum,Tidak,7107592,Karyawan Swasta,1,Menumpang,Pedesaan,Ya,4,Tidak,90,Tidak,Tidak,74,4,Tidak,Laki-laki,47,Tidak Layak,0
3.21,3,Hukum,Tidak,3264040,Wirausaha,5,Milik Sendiri,Perkotaan,Ya,1,Ya,73,Ada,Ya,77,16,Tidak,Perempuan,68,Tidak Layak,0
3.86,5,Ekonomi,Tidak,7370340,Wirausaha,4,Menumpang,3T,Tidak,2,Ya,85,Ada,Tidak,67,8,Tidak,Perempuan,42,Tidak Layak,0
3.34,3,Manajemen,Tidak,3866618,Petani,4,Kontrak,Perkotaan,Tidak,5,Ya,90,Ada,Tidak,67,17,Tidak,Perempuan,11,Layak,7753169
3.16,2,Sastra,Tidak,6972175,Wirausaha,2,Kontrak,Pedesaan,Tidak,5,Tidak,100,Tidak,Tidak,66,10,Tidak,Perempuan,45,Tidak Layak,0
2.56,6,Manajemen,Tidak,7812018,Pegawai Negeri,1,Menumpang,Pedesaan,Ya,3,Ya,96,Ada,Ya,86,6,Tidak,Laki-laki,7,Tidak Layak,0
3,2,Ekonomi,Tidak,1131480,Petani,6,Kontrak,Pedesaan,Tidak,1,Ya,67,Ada,Ya,83,8,Tidak,Laki-laki,39,Tidak Layak,0
3.45,3,Pertanian,Tidak,9782786,Petani,5,Menumpang,Pedesaan,Ya,5,Tidak,55,Ada,Tidak,50,6,Tidak,Perempuan,70,Layak,2042010
2.81,2,Pendidikan,Tidak,7859050,Wirausaha,2,Kontrak,Perkotaan,Ya,3,Tidak,81,Ada,Tidak,70,8,Tidak,Laki-laki,44,Tidak Layak,0
3.28,4,Hukum,Tidak,1186236,Buruh,4,Kontrak,Perkotaan,Tidak,3,Tidak,58,Tidak,Ya,53,20,Tidak,Laki-laki,50,Tidak Layak,0
3.17,5,Manajemen,Ya,3069548,Wirausaha,5,Kontrak,Pedesaan,Tidak,5,Ya,82,Tidak,Ya,60,2,Tidak,Perempuan,41,Tidak Layak,0
2.97,4,Kedokteran,Tidak,8840414,Karyawan Swasta,3,Kontrak,Pedesaan,Ya,1,Ya,76,Tidak,Ya,88,11,Tidak,Perempuan,36,Tidak Layak,0
4,7,Teknik Informatika,Tidak,875404,Tidak Bekerja,4,Kontrak,3T,Tidak,4,Tidak,56,Ada,Tidak,80,11,Tidak,Laki-laki,73,Layak,7684004
2.63,5,Sastra,Ya,5647567,Buruh,2,Kontrak,Pedesaan,Ya,2,Tidak,61,Ada,Tidak,92,18,Tidak,Perempuan,56,Tidak Layak,0
3.09,7,Pendidikan,Tidak,5855946,Buruh,1,Kontrak,3T,Ya,5,Tidak,91,Ada,Tidak,64,13,Tidak,Perempuan,13,Layak,4820968
2.87,7,Hukum,Tidak,544843,Tidak Bekerja,5,Kontrak,Perkotaan,Tidak,0,Tidak,94,Ada,Tidak,57,11,Tidak,Perempuan,59,Tidak Layak,0
3.54,2,Teknik Informatika,Tidak,2341967,Petani,3,Menumpang,Pedesaan,Ya,1,Tidak,89,Tidak,Ya,92,2,Tidak,Perempuan,88,Layak,6500988
2.63,8,Hukum,Ya,6628421,Karyawan Swasta,5,Kontrak,Pedesaan,Ya,2,Ya,96,Tidak,Tidak,56,12,Tidak,Perempuan,59,Tidak Layak,0
3.41,4,Pendidikan,Ya,2925437,Buruh,3,Kontrak,Pedesaan,Ya,5,Tidak,100,Tidak,Tidak,97,19,Tidak,Perempuan,46,Layak,6207600
3.11,2,Ekonomi,Tidak,3106910,Tidak Bekerja,5,Kontrak,Perkotaan,Ya,1,Tidak,65,Ada,Tidak,78,0,Tidak,Perempuan,13,Tidak Layak,0
2.55,5,Ekonomi,Tidak,7958954,Wirausaha,6,Milik Sendiri,Pedesaan,Tidak,5,Tidak,96,Ada,Tidak,57,17,Tidak,Perempuan,73,Tidak Layak,0
3.32,6,Teknik Informatika,Tidak,4136496,Karyawan Swasta,3,Kontrak,Perkotaan,Ya,0,Tidak,62,Tidak,Ya,51,2,Tidak,Laki-laki,84,Tidak Layak,0
3.16,1,Manajemen,Tidak,1091663,Karyawan Swasta,4,Menumpang,Perkotaan,Ya,0,Tidak,77,Ada,Tidak,70,3,Tidak,Laki-laki,14,Layak,5063228
3.36,4,Ekonomi,Tidak,4694080,Pegawai Negeri,2,Kontrak,Pedesaan,Ya,5,Tidak,95,Tidak,Ya,81,1,Tidak,Laki-laki,68,Layak,6515846
3.29,4,Sastra,Tidak,4084136,Pedagang,3,Milik Sendiri,Perkotaan,Tidak,0,Ya,53,Tidak,Tidak,60,15,Tidak,Laki-laki,55,Tidak Layak,0
2.8,7,Kedokteran,Tidak,7446545,Karyawan Swasta,1,Menumpang,Pedesaan,Tidak,1,Tidak,92,Ada,Ya,79,7,Tidak,Perempuan,46,Tidak Layak,0
3.04,3,Ekonomi,Tidak,9117888,Pedagang,3,Milik Sendiri,Perkotaan,Tidak,1,Tidak,80,Tidak,Ya,59,16,Tidak,Perempuan,54,Tidak Layak,0
2.89,2,Manajemen,Tidak,2654572,Pedagang,2,Milik Sendiri,Pedesaan,Tidak,2,Tidak,74,Ada,Ya,87,15,Tidak,Laki-laki,42,Tidak Layak,0
3.43,5,Ekonomi,Tidak,5843093,Karyawan Swasta,3,Menumpang,Perkotaan,Ya,2,Tidak,61,Tidak,Tidak,67,9,Tidak,Laki-laki,66,Tidak Layak,0
2.92,2,Pendidikan,Ya,6909677,Karyawan Swasta,2,Menumpang,Perkotaan,Tidak,1,Ya,85,Ada,Ya,78,13,Tidak,Laki-laki,68,Tidak Layak,0
3.05,5,Pertanian,Tidak,4864941,Karyawan Swasta,6,Milik Sendiri,3T,Tidak,2,Tidak,65,Ada,Ya,70,8,Tidak,Laki-laki,14,Tidak Layak,0
2.4,3,Pertanian,Ya,3973870,Karyawan Swasta,1,Milik Sendiri,3T,Ya,3,Tidak,79,Tidak,Ya,96,18,Ya,Perempuan,84,Tidak Layak,0
3.08,8,Ekonomi,Ya,9617797,Pedagang,4,Kontrak,3T,Tidak,0,Tidak,91,Tidak,Ya,90,13,Tidak,Laki-laki,63,Tidak Layak,0
3.06,3,Teknik Informatika,Tidak,9283755,Tidak Bekerja,5,Kontrak,Pedesaan,Tidak,0,Tidak,86,Ada,Ya,64,5,Tidak,Perempuan,83,Tidak Layak,0
3.18,6,Ekonomi,Tidak,7704131,Karyawan Swasta,3,Milik Sendiri,Pedesaan,Ya,0,Ya,93,Ada,Ya,74,8,Tidak,Laki-laki,72,Layak,7953018
3,8,Teknik Informatika,Tidak,2692587,Pegawai Negeri,6,Milik Sendiri,Perkotaan,Ya,5,Ya,85,Ada,Tidak,85,18,Tidak,Perempuan,69,Layak,3192872
3.13,7,Pertanian,Tidak,8257307,Pegawai Negeri,2,Milik Sendiri,Perkotaan,Tidak,0,Tidak,90,Tidak,Ya,99,10,Tidak,Perempuan,0,Tidak Layak,0
3.26,3,Hukum,Ya,920838,Buruh,6,Menumpang,Pedesaan,Tidak,4,Ya,88,Ada,Ya,99,11,Tidak,Perempuan,24,Layak,7724746
3.69,2,Teknik Informatika,Tidak,8026838,Pedagang,3,Milik Sendiri,Pedesaan,Ya,2,Ya,63,Tidak,Ya,51,5,Tidak,Perempuan,6,Tidak Layak,0
2.79,2,Hukum,Tidak,4602758,Pedagang,1,Menumpang,Pedesaan,Ya,5,Tidak,80,Ada,Ya,71,19,Tidak,Perempuan,63,Layak,2683217
2.6,8,Teknik Informatika,Ya,6294845,Karyawan Swasta,5,Kontrak,Perkotaan,Tidak,2,Ya,66,Tidak,Ya,71,2,Tidak,Perempuan,69,Tidak Layak,0
2.89,4,Pendidikan,Tidak,8019850,Karyawan Swasta,5,Kontrak,3T,Ya,3,Tidak,92,Tidak,Ya,50,12,Tidak,Perempuan,41,Tidak Layak,0
3.08,8,Kedokteran,Tidak,8425877,Tidak Bekerja,2,Milik Sendiri,Pedesaan,Ya,4,Tidak,97,Tidak,Tidak,98,15,Tidak,Perempuan,43,Tidak Layak,0
3.74,2,Teknik Informatika,Tidak,5212823,Buruh,1,Menumpang,Pedesaan,Tidak,3,Tidak,63,Ada,Ya,72,12,Ya,Perempuan,37,Tidak Layak,0
3.66,3,Pertanian,Ya,6537761,Tidak Bekerja,5,Menumpang,Perkotaan,Tidak,3,Tidak,56,Ada,Ya,80,18,Tidak,Perempuan,57,Tidak Layak,0
2.89,6,Sastra,Tidak,6390368,Karyawan Swasta,3,Kontrak,3T,Ya,3,Ya,74,Ada,Tidak,82,10,Tidak,Laki-laki,97,Tidak Layak,0
3.1,4,Teknik Informatika,Tidak,4825520,Wirausaha,4,Menumpang,Perkotaan,Tidak,0,Tidak,74,Ada,Tidak,54,6,Tidak,Perempuan,100,Tidak Layak,0
2.44,8,Teknik Informatika,Tidak,7929946,Karyawan Swasta,4,Kontrak,Pedesaan,Ya,5,Ya,86,Tidak,Ya,74,7,Tidak,Laki-laki,95,Tidak Layak,0
2.96,8,Manajemen,Tidak,1932757,Petani,4,Milik Sendiri,Perkotaan,Ya,4,Tidak,61,Ada,Ya,76,17,Tidak,Laki-laki,36,Layak,3692118
3.15,3,Kedokteran,Ya,4557676,Petani,2,Milik Sendiri,Perkotaan,Tidak,2,Ya,51,Tidak,Ya,74,18,Tidak,Perempuan,90,Tidak Layak,0
2.91,4,Teknik Informatika,Tidak,6267836,Wirausaha,2,Milik Sendiri,Pedesaan,Ya,3,Ya,58,Tidak,Ya,58,16,Tidak,Perempuan,91,Tidak Layak,0
3.86,1,Teknik Informatika,Tidak,4944302,Pegawai Negeri,5,Menumpang,Pedesaan,Ya,2,Ya,57,Ada,Tidak,60,11,Tidak,Perempuan,18,Layak,6440990
3.26,1,Pendidikan,Tidak,7950197,Karyawan Swasta,3,Milik Sendiri,Pedesaan,Tidak,3,Tidak,77,Tidak,Tidak,51,5,Ya,Laki-laki,21,Tidak Layak,0
3.18,2,Kedokteran,Tidak,8562053,Petani,1,Menumpang,Perkotaan,Tidak,4,Tidak,76,Ada,Ya,84,15,Tidak,Perempuan,20,Tidak Layak,0
3.15,8,Kedokteran,Tidak,1779911,Pegawai Negeri,2,Kontrak,Pedesaan,Tidak,1,Tidak,57,Tidak,Tidak,69,9,Tidak,Laki-laki,30,Tidak Layak,0
3.64,4,Hukum,Tidak,8998639,Petani,4,Milik Sendiri,3T,Ya,0,Ya,81,Tidak,Tidak,93,2,Tidak,Laki-laki,18,Tidak Layak,0
3.18,3,Teknik Informatika,Ya,8705709,Pegawai Negeri,3,Kontrak,Perkotaan,Ya,2,Tidak,89,Ada,Ya,53,8,Tidak,Laki-laki,59,Tidak Layak,0
3.65,6,Teknik Informatika,Tidak,6464496,Pedagang,4,Menumpang,Perkotaan,Ya,2,Ya,53,Ada,Tidak,53,15,Tidak,Perempuan,37,Tidak Layak,0
3.1,4,Kedokteran,Ya,6748893,Buruh,4,Milik Sendiri,Perkotaan,Tidak,1,Ya,95,Ada,Tidak,53,2,Tidak,Perempuan,57,Tidak Layak,0
3.33,3,Kedokteran,Ya,8644106,Petani,3,Menumpang,Perkotaan,Ya,5,Ya,90,Tidak,Ya,56,11,Ya,Laki-laki,72,Tidak Layak,0
3.66,7,Pertanian,Tidak,8609893,Wirausaha,2,Milik Sendiri,Perkotaan,Ya,4,Ya,57,Ada,Tidak,58,7,Tidak,Laki-laki,72,Layak,5774565
3.16,1,Sastra,Tidak,3816925,Tidak Bekerja,4,Menumpang,Pedesaan,Ya,0,Ya,90,Tidak,Tidak,57,2,Tidak,Laki-laki,77,Tidak Layak,0
3.04,8,Manajemen,Tidak,3266121,Petani,4,Kontrak,Perkotaan,Ya,5,Tidak,100,Tidak,Ya,69,17,Tidak,Laki-laki,74,Layak,5456487
2.91,3,Ekonomi,Ya,1837621,Buruh,5,Milik Sendiri,Perkotaan,Ya,5,Tidak,100,Tidak,Tidak,65,20,Tidak,Perempuan,61,Tidak Layak,0
3.38,3,Sastra,Tidak,5629073,Pedagang,6,Kontrak,Perkotaan,Tidak,3,Tidak,60,Tidak,Tidak,80,3,Tidak,Perempuan,96,Tidak Layak,0
3.13,5,Kedokteran,Tidak,1221598,Tidak Bekerja,2,Menumpang,Perkotaan,Ya,1,Ya,84,Ada,Tidak,58,9,Tidak,Perempuan,6,Layak,7255330
3.16,1,Teknik Informatika,Tidak,659111,Buruh,1,Kontrak,Perkotaan,Ya,3,Tidak,68,Ada,Tidak,74,4,Tidak,Perempuan,76,Layak,3290081
3.59,1,Kedokteran,Tidak,4374343,Petani,5,Milik Sendiri,Perkotaan,Ya,5,Tidak,56,Tidak,Ya,79,7,Tidak,Laki-laki,96,Layak,5859722
2.81,3,Hukum,Tidak,1604504,Pegawai Negeri,4,Kontrak,Pedesaan,Tidak,0,Tidak,90,Ada,Tidak,58,19,Tidak,Laki-laki,42,Tidak Layak,0
3.59,5,Pertanian,Tidak,3244482,Pedagang,5,Menumpang,Perkotaan,Tidak,5,Tidak,89,Tidak,Tidak,94,15,Tidak,Laki-laki,45,Tidak Layak,0
3.16,4,Teknik Informatika,Tidak,3287770,Karyawan Swasta,2,Menumpang,Pedesaan,Tidak,1,Tidak,50,Ada,Ya,59,19,Tidak,Laki-laki,90,Tidak Layak,0
2.76,1,Ekonomi,Tidak,8104820,Karyawan Swasta,1,Menumpang,Pedesaan,Ya,4,Tidak,97,Tidak,Tidak,66,1,Tidak,Perempuan,22,Tidak Layak,0
3.36,4,Manajemen,Tidak,8766290,Buruh,2,Menumpang,Perkotaan,Ya,3,Tidak,73,Tidak,Ya,89,6,Tidak,Laki-laki,87,Tidak Layak,0
3.31,7,Teknik Informatika,Tidak,4056965,Wirausaha,6,Menumpang,Perkotaan,Tidak,5,Ya,82,Tidak,Ya,71,14,Tidak,Laki-laki,28,Tidak Layak,0
3.64,4,Teknik Informatika,Tidak,4399754,Pegawai Negeri,3,Milik Sendiri,Perkotaan,Tidak,1,Ya,64,Tidak,Tidak,56,5,Tidak,Perempuan,32,Tidak Layak,0
2.57,1,Pendidikan,Ya,8194639,Pedagang,1,Milik Sendiri,Pedesaan,Ya,0,Ya,58,Ada,Ya,70,3,Tidak,Perempuan,90,Tidak Layak,0
2.54,2,Pendidikan,Tidak,5940283,Buruh,4,Milik Sendiri,Perkotaan,Tidak,2,Tidak,94,Ada,Tidak,59,4,Tidak,Perempuan,43,Tidak Layak,0
3.44,7,Sastra,Ya,3121766,Pegawai Negeri,3,Milik Sendiri,3T,Ya,0,Tidak,99,Ada,Ya,65,11,Tidak,Perempuan,91,Layak,3872453
2.88,5,Sastra,Tidak,1647253,Buruh,6,Kontrak,3T,Tidak,2,Ya,57,Tidak,Tidak,64,5,Tidak,Laki-laki,35,Tidak Layak,0
3.26,7,Kedokteran,Ya,7723988,Petani,6,Kontrak,3T,Tidak,5,Tidak,84,Tidak,Tidak,65,10,Tidak,Laki-laki,58,Tidak Layak,0
2.86,7,Manajemen,Tidak,5351329,Pedagang,1,Kontrak,Perkotaan,Tidak,4,Tidak,92,Tidak,Tidak,79,2,Tidak,Laki-laki,88,Tidak Layak,0
2.75,7,Teknik Informatika,Tidak,8975621,Petani,6,Menumpang,3T,Ya,2,Tidak,76,Ada,Ya,96,6,Tidak,Perempuan,65,Tidak Layak,0
3.52,2,Kedokteran,Ya,7055515,Wirausaha,1,Kontrak,Perkotaan,Ya,0,Tidak,82,Tidak,Tidak,55,16,Tidak,Perempuan,53,Tidak Layak,0
2.46,1,Pendidikan,Tidak,6905699,Pegawai Negeri,4,Menumpang,Pedesaan,Ya,3,Ya,52,Ada,Tidak,59,15,Tidak,Laki-laki,92,Tidak Layak,0
3.07,2,Sastra,Tidak,3740610,Karyawan Swasta,2,Kontrak,Pedesaan,Ya,4,Ya,96,Ada,Ya,53,12,Tidak,Perempuan,13,Layak,7381654
3.21,5,Pendidikan,Tidak,9704395,Pedagang,4,Kontrak,Perkotaan,Ya,3,Ya,52,Tidak,Tidak,83,16,Tidak,Perempuan,47,Tidak Layak,0
3.33,2,Pendidikan,Tidak,2194100,Petani,4,Kontrak,Pedesaan,Ya,5,Tidak,73,Tidak,Ya,69,7,Tidak,Laki-laki,64,Tidak Layak,0
2.48,1,Pertanian,Tidak,2958695,Petani,6,Milik Sendiri,3T,Ya,2,Tidak,98,Ada,Ya,99,15,Tidak,Perempuan,30,Layak,2154589
4,4,Manajemen,Tidak,9848424,Karyawan Swasta,1,Menumpang,Perkotaan,Tidak,0,Ya,85,Tidak,Ya,50,3,Tidak,Laki-laki,17,Tidak Layak,0
3.18,6,Sastra,Tidak,898879,Wirausaha,1,Kontrak,Pedesaan,Tidak,4,Tidak,96,Ada,Ya,86,15,Tidak,Perempuan,30,Layak,6365669
3.71,8,Hukum,Tidak,2134045,Karyawan Swasta,2,Milik Sendiri,Pedesaan,Tidak,2,Ya,64,Ada,Ya,51,18,Tidak,Laki-laki,40,Layak,3320270
2.96,5,Kedokteran,Tidak,8749669,Wirausaha,6,Kontrak,3T,Tidak,4,Tidak,76,Tidak,Tidak,76,12,Tidak,Perempuan,88,Tidak Layak,0
3.77,4,Pendidikan,Ya,6834944,Pedagang,2,Kontrak,3T,Tidak,5,Tidak,50,Ada,Ya,65,1,Tidak,Perempuan,4,Tidak Layak,0
3.06,6,Ekonomi,Tidak,8076723,Tidak Bekerja,1,Milik Sendiri,Pedesaan,Tidak,4,Tidak,52,Tidak,Ya,83,20,Tidak,Laki-laki,43,Tidak Layak,0
2.96,2,Ekonomi,Tidak,1228878,Wirausaha,5,Milik Sendiri,Perkotaan,Ya,1,Tidak,85,Tidak,Tidak,81,20,Tidak,Perempuan,24,Tidak Layak,0
3.48,7,Manajemen,Tidak,8446282,Karyawan Swasta,5,Kontrak,Perkotaan,Tidak,2,Ya,59,Ada,Ya,60,8,Tidak,Laki-laki,32,Tidak Layak,0
2.04,7,Kedokteran,Tidak,4598948,Tidak Bekerja,4,Milik Sendiri,Pedesaan,Ya,0,Ya,54,Ada,Ya,94,4,Tidak,Perempuan,80,Tidak Layak,0
3.44,2,Sastra,Tidak,4669748,Wirausaha,5,Kontrak,3T,Ya,2,Tidak,100,Ada,Ya,56,18,Tidak,Laki-laki,93,Layak,4645166
2.87,7,Hukum,Tidak,8657115,Karyawan Swasta,5,Menumpang,Perkotaan,Ya,0,Tidak,64,Tidak,Ya,67,2,Tidak,Laki-laki,66,Tidak Layak,0
3.77,2,Manajemen,Tidak,9934884,Wirausaha,1,Kontrak,3T,Tidak,0,Tidak,64,Ada,Tidak,90,3,Tidak,Laki-laki,39,Tidak Layak,0
3.05,5,Pertanian,Ya,6559233,Karyawan Swasta,1,Menumpang,Perkotaan,Tidak,3,Tidak,68,Tidak,Ya,54,0,Tidak,Perempuan,45,Tidak Layak,0
3.42,7,Sastra,Tidak,2599555,Tidak Bekerja,2,Kontrak,Pedesaan,Tidak,4,Ya,53,Tidak,Tidak,51,7,Tidak,Perempuan,33,Tidak Layak,0
2.44,5,Pertanian,Ya,4353231,Pedagang,5,Milik Sendiri,Perkotaan,Ya,4,Ya,61,Tidak,Tidak,54,0,Tidak,Laki-laki,28,Tidak Layak,0
2.96,3,Ekonomi,Tidak,8065186,Pegawai Negeri,2,Milik Sendiri,Perkotaan,Ya,2,Tidak,75,Ada,Ya,93,1,Tidak,Perempuan,82,Tidak Layak,0
3.15,6,Sastra,Tidak,2087478,Pedagang,3,Milik Sendiri,Pedesaan,Ya,2,Ya,67,Tidak,Tidak,83,12,Tidak,Perempuan,71,Layak,5175683
2.99,5,Sastra,Tidak,8339944,Petani,6,Milik Sendiri,Pedesaan,Ya,0,Tidak,79,Tidak,Ya,98,2,Tidak,Laki-laki,83,Tidak Layak,0
2.39,8,Pendidikan,Tidak,5699969,Buruh,2,Milik Sendiri,Perkotaan,Tidak,3,Tidak,57,Ada,Tidak,56,18,Tidak,Perempuan,6,Tidak Layak,0
3.16,1,Sastra,Tidak,3355837,Petani,3,Kontrak,Pedesaan,Tidak,2,Ya,87,Tidak,Tidak,67,7,Tidak,Perempuan,84,Tidak Layak,0
3.17,7,Pendidikan,Tidak,3213858,Pedagang,5,Milik Sendiri,Pedesaan,Tidak,1,Tidak,73,Ada,Ya,98,1,Tidak,Laki-laki,49,Tidak Layak,0
3.35,7,Pendidikan,Tidak,6974609,Wirausaha,1,Menumpang,Perkotaan,Tidak,3,Ya,79,Ada,Tidak,98,13,Tidak,Laki-laki,34,Tidak Layak,0
3.66,8,Hukum,Tidak,3789611,Tidak Bekerja,6,Menumpang,Perkotaan,Tidak,3,Tidak,92,Ada,Ya,80,12,Tidak,Laki-laki,33,Layak,7882892
3.59,2,Kedokteran,Tidak,3868163,Tidak Bekerja,1,Kontrak,Perkotaan,Ya,0,Tidak,73,Tidak,Ya,80,7,Tidak,Perempuan,77,Tidak Layak,0
3.8,3,Manajemen,Tidak,2537343,Karyawan Swasta,2,Kontrak,3T,Tidak,4,Tidak,62,Tidak,Tidak,75,9,Tidak,Perempuan,1,Tidak Layak,0
3.44,2,Sastra,Tidak,5997182,Pegawai Negeri,4,Milik Sendiri,Perkotaan,Ya,5,Ya,92,Ada,Tidak,94,3,Tidak,Perempuan,50,Layak,6892162
3.14,3,Pendidikan,Tidak,1418727,Pegawai Negeri,1,Menumpang,Perkotaan,Ya,0,Ya,92,Ada,Ya,92,1,Tidak,Perempuan,54,Layak,2619075
3.68,7,Manajemen,Tidak,8212035,Pedagang,5,Kontrak,Perkotaan,Tidak,5,Tidak,82,Ada,Ya,55,7,Ya,Laki-laki,83,Tidak Layak,0
2.97,4,Sastra,Tidak,6799307,Tidak Bekerja,5,Menumpang,3T,Tidak,5,Tidak,75,Tidak,Ya,62,6,Tidak,Perempuan,85,Tidak Layak,0
2.75,5,Manajemen,Tidak,8321602,Wirausaha,2,Menumpang,Perkotaan,Tidak,2,Tidak,96,Tidak,Ya,88,4,Tidak,Laki-laki,98,Tidak Layak,0
2.81,3,Hukum,Ya,4078964,Tidak Bekerja,1,Menumpang,Perkotaan,Ya,2,Ya,74,Ada,Ya,51,4,Tidak,Perempuan,97,Tidak Layak,0
2.88,2,Ekonomi,Tidak,7606167,Buruh,2,Kontrak,Perkotaan,Tidak,0,Tidak,79,Tidak,Tidak,50,7,Tidak,Laki-laki,91,Tidak Layak,0
2.97,4,Hukum,Tidak,2847333,Tidak Bekerja,5,Milik Sendiri,Perkotaan,Tidak,3,Tidak,56,Ada,Tidak,88,7,Tidak,Perempuan,77,Layak,7239672
2.7,6,Hukum,Tidak,5751626,Pedagang,5,Kontrak,Perkotaan,Ya,5,Tidak,98,Ada,Tidak,99,17,Tidak,Laki-laki,14,Tidak Layak,0
3.12,2,Sastra,Tidak,4233985,Pedagang,1,Kontrak,Pedesaan,Tidak,4,Ya,85,Tidak,Tidak,55,10,Tidak,Perempuan,76,Tidak Layak,0
3.01,1,Ekonomi,Tidak,3300108,Tidak Bekerja,4,Menumpang,Pedesaan,Tidak,1,Tidak,86,Ada,Ya,51,8,Tidak,Laki-laki,59,Tidak Layak,0
3.04,3,Manajemen,Tidak,7157819,Karyawan Swasta,6,Milik Sendiri,Pedesaan,Ya,4,Ya,84,Ada,Ya,89,10,Tidak,Perempuan,59,Tidak Layak,0
3.6,4,Pertanian,Tidak,3781042,Buruh,3,Kontrak,Perkotaan,Ya,2,Ya,91,Ada,Tidak,96,14,Tidak,Laki-laki,9,Layak,2540147
2.51,8,Kedokteran,Tidak,8151242,Petani,2,Menumpang,Pedesaan,Ya,2,Ya,91,Tidak,Tidak,56,3,Tidak,Perempuan,93,Tidak Layak,0
